customer_id,company_name,company_size,industry,signup_date,region,ARR,plan_type,onboarding_completion_days,customer_health_score,acquisition_channel,account_manager
CUS-05129,Thompson-Nguyen,501-1000,Logistics,2025-04-16,APAC,49880,Growth,22,46,Outbound,Christopher Hughes
CUS-05130,Nunez PLC,1-50,Finance,2022-02-26,North America,333279,Enterprise,78,65,Inbound,Kenneth Carlson
CUS-05131,Morrow PLC,1001-5000,Real Estate,2024-09-14,North America,121037,Professional,8,64,Partner,Amanda Adkins
CUS-05132,Snyder and Sons,501-1000,Media,2022-08-27,LATAM,61100,Growth,8,48,Content,Robert Morris
CUS-05133,Ellis-Torres,201-500,Media,2023-06-13,LATAM,12217,Starter,7,52,Referral,Jeffery Garza
CUS-05134,Stone-Dixon,1001-5000,Professional Services,2022-05-19,North America,15030,Starter,10,34,Referral,Jeffery Garza
CUS-05135,Sheppard-Snyder,51-200,Healthcare,2024-02-23,APAC,301782,Enterprise,36,72,Inbound,Brent Smith
CUS-05136,Wilson-Miller,501-1000,Finance,2023-03-28,North America,25257,Growth,16,54,Inbound,Todd Shah
CUS-05137,Gay PLC,5000+,Media,2023-04-16,North America,94575,Professional,22,68,Partner,Amber Robertson
CUS-05138,Durham Group,51-200,Media,2023-10-09,North America,9816,Starter,11,57,Content,Amber Robertson
CUS-05139,Griffin-Schaefer,1-50,Professional Services,2024-04-24,North America,145468,Professional,34,63,Outbound,Danny Smith
CUS-05140,Johnson PLC,501-1000,Professional Services,2023-12-25,APAC,290481,Enterprise,50,62,Paid Search,Andrew Conway
CUS-05141,"Adams, Dorsey and Martin",1-50,Manufacturing,2024-11-23,EMEA,96946,Professional,11,60,Inbound,Amanda White
CUS-05142,Kelley-Green,1001-5000,Retail,2025-01-02,LATAM,14567,Starter,4,67,Referral,Lisa Nolan
CUS-05143,"Wood, Palmer and Taylor",1-50,Logistics,2022-01-20,EMEA,107836,Professional,1,89,Referral,Amanda White
CUS-05144,Beck-Cortez,501-1000,Finance,2023-06-24,North America,99622,Professional,31,62,Paid Search,Amber Robertson
CUS-05145,Wells-Jimenez,201-500,Retail,2023-05-24,EMEA,35329,Growth,17,59,Inbound,Marcus Chase
CUS-05146,Brown-Smith,51-200,Technology,2023-08-12,LATAM,252720,Enterprise,70,48,Inbound,Mark Perez
CUS-05147,Bell-Cameron,1001-5000,Media,2022-07-10,EMEA,67011,Professional,21,67,Inbound,Christopher Hughes
CUS-05148,"Clark, Ball and Miller",501-1000,Retail,2024-03-28,APAC,215089,Enterprise,83,52,Content,Todd Shah
CUS-05149,"Mitchell, Crawford and Kennedy",51-200,Real Estate,2023-12-02,LATAM,107502,Professional,45,62,Inbound,Lisa Bennett
CUS-05150,Lang-White,51-200,Media,2022-06-05,North America,13793,Starter,5,68,Inbound,Dawn Moore
CUS-05151,"Harris, Gilmore and Taylor",501-1000,Healthcare,2025-02-09,EMEA,42487,Growth,20,39,Partner,Danny Smith
CUS-05152,Boyd Group,1001-5000,Healthcare,2023-01-01,APAC,14922,Starter,7,38,Partner,Robert Brown
CUS-05153,"Moore, Henry and Kemp",501-1000,Professional Services,2024-09-02,LATAM,623846,Enterprise,43,60,Paid Search,Patrick Smith
CUS-05154,"Snyder, Thompson and Johnston",501-1000,Finance,2023-10-05,North America,105193,Professional,41,44,Content,Mr. Sean Simmons
CUS-05155,"Mcdaniel, Hooper and Valentine",51-200,Retail,2023-12-26,EMEA,97764,Professional,14,82,Partner,Andrew Conway
CUS-05156,Anderson and Sons,1001-5000,Manufacturing,2023-03-24,EMEA,54480,Growth,5,66,Paid Search,Amber Robertson
CUS-05157,Chambers-Mclean,501-1000,Real Estate,2025-03-20,North America,7824,Starter,5,79,Referral,Dawn Moore
CUS-05158,"Gonzales, Rodriguez and Barber",201-500,Retail,2023-07-06,EMEA,66200,Professional,25,55,Outbound,Jeffery Garza
CUS-05159,Michael PLC,201-500,Manufacturing,2023-01-10,North America,28865,Growth,4,35,Paid Search,Amanda Adkins
CUS-05160,Collins Ltd,201-500,Retail,2023-01-25,North America,8526,Starter,8,66,Referral,Robert Young
CUS-05161,Larsen Inc,1001-5000,Healthcare,2024-10-18,North America,101706,Professional,19,64,Partner,Brent Smith
CUS-05162,Kelly Inc,501-1000,Professional Services,2023-02-13,EMEA,7427,Starter,3,45,Referral,Amanda Adkins
CUS-05163,"Thornton, King and Jones",1001-5000,Logistics,2023-04-26,North America,36990,Growth,17,84,Partner,Patrick Smith
CUS-05164,Rogers-Floyd,201-500,Professional Services,2023-05-11,EMEA,26630,Growth,11,64,Inbound,Amanda White
CUS-05165,"Blake, Tran and Hall",501-1000,Education,2023-06-28,North America,15371,Starter,9,65,Referral,Robert Brown
CUS-05166,"Harvey, White and Vasquez",1001-5000,Real Estate,2023-02-28,North America,246862,Enterprise,65,64,Event,Amanda White
CUS-05167,Watson-Charles,51-200,Technology,2023-04-15,North America,9524,Starter,6,41,Referral,Andrew Conway
CUS-05168,Smith Group,201-500,Education,2023-02-20,North America,8894,Starter,10,46,Outbound,Dawn Moore
CUS-05169,"Martinez, Robinson and Hamilton",501-1000,Real Estate,2023-05-27,EMEA,10842,Starter,8,62,Content,Andrew Adams
CUS-05170,Young PLC,1001-5000,Education,2025-06-20,APAC,138313,Professional,27,70,Inbound,Amanda Adkins
CUS-05171,"Clark, Adams and Cordova",1-50,Technology,2023-12-31,North America,35674,Growth,16,69,Outbound,Brent Smith
CUS-05172,Jordan-Hall,51-200,Finance,2022-11-16,North America,95599,Professional,34,30,Outbound,Dawn Moore
CUS-05173,Novak-Velasquez,51-200,Retail,2022-08-07,APAC,12737,Starter,3,23,Inbound,Brent Smith
CUS-05174,"Newton, Moore and Marshall",51-200,Manufacturing,2022-09-03,North America,13432,Starter,13,19,Partner,Amanda Adkins
CUS-05175,Mejia-Woods,51-200,Logistics,2022-06-10,LATAM,35711,Growth,14,56,Referral,Andrew Conway
CUS-05176,"Paul, Johnson and Friedman",201-500,Logistics,2024-10-05,EMEA,114529,Professional,28,49,Paid Search,Lisa Nolan
CUS-05177,Garcia and Sons,1001-5000,Finance,2025-06-11,North America,470242,Enterprise,16,98,Content,Andrew Conway
CUS-05178,Mcdowell LLC,501-1000,Education,2022-01-14,North America,5625,Starter,7,51,Event,Elizabeth Martinez
CUS-05179,"Ferguson, Rogers and Smith",51-200,Healthcare,2025-01-13,EMEA,28745,Growth,14,65,Partner,James Smith
CUS-05180,Valenzuela-Davis,1001-5000,Real Estate,2022-03-28,North America,427780,Enterprise,29,57,Referral,Amanda White
CUS-05181,"George, Soto and Bishop",501-1000,Logistics,2024-09-14,North America,29347,Growth,8,45,Paid Search,Danny Smith
CUS-05182,"Pugh, Sanchez and Wise",51-200,Retail,2024-01-31,North America,90407,Professional,17,93,Partner,Danny Smith
CUS-05183,"Bonilla, Hicks and Johnson",51-200,Finance,2025-06-25,APAC,11402,Starter,6,78,Event,Robert Morris
CUS-05184,Kim-Graham,501-1000,Media,2023-10-08,EMEA,430997,Enterprise,59,80,Partner,Andrew Adams
CUS-05185,"Glass, Nguyen and Horton",501-1000,Logistics,2024-10-05,North America,117759,Professional,25,39,Outbound,Dominique Alexander
CUS-05186,Lewis-Woodard,201-500,Finance,2025-03-22,EMEA,284191,Enterprise,61,67,Partner,Robert Brown
CUS-05187,Haney PLC,1-50,Finance,2023-07-17,North America,60882,Professional,35,74,Referral,Christopher Hughes
CUS-05188,"Carson, Martinez and Johnson",501-1000,Logistics,2024-10-02,EMEA,43068,Growth,17,58,Referral,Lisa Nolan
CUS-05189,"Franklin, Shields and Allen",51-200,Professional Services,2023-01-10,North America,289189,Enterprise,63,42,Outbound,Christopher Hughes
CUS-05190,Howell-Manning,501-1000,Manufacturing,2024-11-12,EMEA,24464,Growth,15,89,Referral,Amanda Adkins
CUS-05191,Ross-Ramsey,501-1000,Professional Services,2023-07-28,LATAM,23704,Growth,15,49,Paid Search,Andrew Adams
CUS-05192,"Manning, Owen and Liu",51-200,Logistics,2024-03-25,North America,149610,Professional,26,49,Content,Andrew Adams
CUS-05193,Grant Group,51-200,Technology,2023-03-31,North America,107703,Professional,20,69,Outbound,Amanda Adkins
CUS-05194,Hall-Jones,1-50,Education,2025-03-27,North America,422762,Enterprise,52,91,Inbound,Mark Perez
CUS-05195,Parsons Ltd,51-200,Real Estate,2022-09-20,North America,12730,Starter,8,59,Referral,Lisa Nolan
CUS-05196,Bates-Petersen,51-200,Retail,2022-04-21,North America,98528,Professional,35,50,Partner,Jeffery Garza
CUS-05197,Miles-Murphy,201-500,Real Estate,2024-12-12,APAC,142538,Professional,33,47,Inbound,Andrew Adams
CUS-05198,Zamora-Anderson,201-500,Media,2024-05-16,LATAM,6578,Starter,5,19,Outbound,Patrick Smith
CUS-05199,Reeves PLC,201-500,Technology,2024-09-06,North America,22226,Growth,12,57,Event,Amanda Adkins
CUS-05200,Skinner-Yoder,501-1000,Real Estate,2025-01-12,EMEA,21801,Growth,12,54,Event,Brent Smith
CUS-05201,Sutton PLC,501-1000,Healthcare,2022-03-08,EMEA,37668,Growth,10,69,Partner,Lisa Bennett
CUS-05202,Stanley Ltd,1001-5000,Retail,2024-10-26,EMEA,447722,Enterprise,74,63,Partner,Andrew Adams
CUS-05203,Cole Group,51-200,Real Estate,2023-12-13,North America,84755,Professional,7,84,Referral,Danny Smith
CUS-05204,"Wilson, Brown and Washington",201-500,Real Estate,2024-03-17,North America,92187,Professional,50,79,Inbound,Marcus Chase
CUS-05205,Green Ltd,1-50,Finance,2022-12-24,EMEA,584496,Enterprise,100,63,Partner,Amanda Adkins
CUS-05206,Baker-Mcguire,1-50,Logistics,2024-07-25,North America,25487,Growth,14,67,Inbound,Danny Smith
CUS-05207,"Johns, Rodriguez and Bishop",501-1000,Retail,2022-09-04,APAC,110894,Professional,32,89,Partner,Danny Smith
CUS-05208,Watts-Aguilar,201-500,Professional Services,2024-11-27,APAC,25565,Growth,18,47,Outbound,Elizabeth Martinez
CUS-05209,"West, Hughes and Garner",501-1000,Real Estate,2024-07-31,North America,550329,Enterprise,38,70,Referral,Andrew Adams
CUS-05210,"Wolf, Fernandez and Johnson",201-500,Retail,2023-10-09,North America,12460,Starter,8,48,Referral,Kenneth Carlson
CUS-05211,Warren-Gonzalez,1-50,Real Estate,2022-01-18,APAC,229822,Enterprise,84,68,Outbound,Andrew Conway
CUS-05212,Wright-Solis,1001-5000,Education,2022-01-25,EMEA,9128,Starter,1,64,Inbound,Jeffery Garza
CUS-05213,"White, Soto and Roberts",1-50,Real Estate,2023-03-08,APAC,15699,Growth,5,75,Outbound,Robert Brown
CUS-05214,Boyd Ltd,51-200,Retail,2024-02-17,North America,137048,Professional,36,76,Referral,Dominique Alexander
CUS-05215,Diaz-Martinez,51-200,Finance,2025-04-04,EMEA,66540,Growth,12,67,Inbound,Mr. Sean Simmons
CUS-05216,Ford-Clark,5000+,Retail,2022-07-26,EMEA,46619,Professional,23,61,Inbound,Lisa Nolan
CUS-05217,Chen-Rogers,201-500,Manufacturing,2023-10-29,APAC,19722,Growth,12,66,Referral,Andrew Adams
CUS-05218,"Sherman, Wagner and Swanson",201-500,Retail,2024-01-11,North America,106031,Professional,15,50,Event,Danny Smith
CUS-05219,Valencia PLC,501-1000,Real Estate,2025-06-08,North America,9936,Starter,5,89,Outbound,Lisa Nolan
CUS-05220,White-Maldonado,501-1000,Media,2023-06-16,North America,8661,Starter,3,72,Partner,Dominique Alexander
CUS-05221,Sanders Inc,1001-5000,Manufacturing,2023-01-19,APAC,17691,Growth,21,76,Content,Andrew Conway
CUS-05222,Lawrence Inc,201-500,Logistics,2025-01-28,LATAM,36396,Growth,14,68,Content,Christopher Hughes
CUS-05223,Williams LLC,5000+,Education,2023-06-23,LATAM,13643,Starter,7,58,Outbound,Marcus Chase
CUS-05224,Kaiser and Sons,501-1000,Education,2023-05-01,LATAM,88031,Growth,17,36,Event,Robert Morris
CUS-05225,Young and Sons,201-500,Manufacturing,2023-07-06,North America,51356,Growth,29,43,Referral,Marcus Chase
CUS-05226,"Dunlap, Martin and Fletcher",201-500,Healthcare,2024-08-23,North America,6347,Starter,4,34,Content,Robert Morris
CUS-05227,Coleman Ltd,1001-5000,Real Estate,2025-06-09,North America,99585,Professional,7,70,Partner,Kenneth Carlson
CUS-05228,Hernandez-Harmon,501-1000,Retail,2023-12-04,North America,461348,Enterprise,54,69,Event,Patrick Smith
CUS-05229,Davis Ltd,501-1000,Healthcare,2024-01-20,APAC,7859,Starter,1,64,Event,Elizabeth Martinez
CUS-05230,"Lee, Stewart and Kirk",501-1000,Retail,2023-01-12,APAC,131391,Professional,24,55,Partner,Mark Perez
CUS-05231,"Walker, Taylor and Schultz",201-500,Technology,2024-10-18,North America,127913,Professional,37,85,Event,Christopher Hughes
CUS-05232,Jones and Sons,51-200,Real Estate,2024-05-18,EMEA,50115,Growth,22,49,Outbound,Jeffery Garza
CUS-05233,Garcia-Wu,51-200,Logistics,2023-03-08,LATAM,132417,Professional,10,63,Inbound,Danny Smith
CUS-05234,Hebert-Smith,201-500,Healthcare,2024-05-08,EMEA,35911,Growth,8,75,Partner,Lisa Nolan
CUS-05235,"Carson, Bauer and Dixon",1-50,Media,2024-02-02,North America,25997,Growth,16,69,Content,Robert Morris
CUS-05236,Coleman Inc,201-500,Professional Services,2024-01-18,EMEA,6360,Starter,9,33,Partner,Dawn Moore
CUS-05237,Roberts-Castro,501-1000,Retail,2024-03-31,North America,107967,Professional,37,85,Referral,Robert Morris
CUS-05238,Clark-Gonzalez,51-200,Logistics,2023-07-27,EMEA,86819,Professional,44,71,Referral,Christopher Hughes
CUS-05239,Jones and Sons,1-50,Finance,2024-07-12,North America,8981,Starter,9,19,Inbound,Kenneth Carlson
CUS-05240,"Tran, Cherry and Flores",1001-5000,Healthcare,2023-01-04,North America,48128,Growth,13,49,Outbound,Patrick Smith
CUS-05241,"Davis, Watkins and Cruz",201-500,Technology,2025-03-16,LATAM,605497,Enterprise,78,67,Referral,Jeffery Garza
CUS-05242,Smith Inc,51-200,Education,2022-09-26,EMEA,21091,Growth,14,44,Content,Mark Perez
CUS-05243,Wright-Young,501-1000,Logistics,2025-03-25,EMEA,30192,Growth,15,82,Inbound,Robert Morris
CUS-05244,"Montoya, Green and Brewer",501-1000,Technology,2023-04-14,LATAM,322242,Enterprise,44,68,Partner,Patrick Smith
CUS-05245,"Cox, Edwards and Bray",51-200,Healthcare,2022-07-24,North America,111652,Professional,29,76,Inbound,Mark Perez
CUS-05246,Glass-Weber,201-500,Education,2023-07-07,North America,45240,Professional,9,73,Outbound,Patrick Smith
CUS-05247,Grimes and Sons,51-200,Healthcare,2023-04-28,APAC,59972,Professional,39,80,Outbound,Kenneth Carlson
CUS-05248,"Anderson, Glenn and Estrada",1001-5000,Healthcare,2025-02-11,North America,359892,Enterprise,32,98,Partner,Dominique Alexander
CUS-05249,"Douglas, Schultz and Medina",201-500,Healthcare,2024-06-04,APAC,42793,Growth,9,72,Outbound,Lisa Bennett
CUS-05250,Kim LLC,201-500,Retail,2024-02-20,North America,33368,Growth,1,88,Outbound,Robert Young
CUS-05251,Campbell and Sons,1001-5000,Retail,2023-02-06,North America,41111,Growth,9,72,Event,Dawn Moore
CUS-05252,"Chavez, Robertson and Byrd",1-50,Real Estate,2022-10-26,EMEA,401812,Enterprise,33,75,Content,Robert Brown
CUS-05253,Winters Inc,1-50,Manufacturing,2022-11-03,North America,156315,Professional,30,74,Outbound,Andrew Adams
CUS-05254,Andrews-Diaz,51-200,Healthcare,2024-08-26,APAC,16821,Starter,3,12,Referral,Mr. Sean Simmons
CUS-05255,Collins Group,1-50,Media,2022-01-20,EMEA,287368,Enterprise,45,67,Outbound,Robert Brown
CUS-05256,Edwards Group,501-1000,Manufacturing,2022-12-28,LATAM,44279,Growth,10,59,Paid Search,Danny Smith
CUS-05257,"Williams, Fitzgerald and Chavez",501-1000,Logistics,2024-05-13,APAC,11946,Starter,2,58,Referral,Andrew Conway
CUS-05258,Medina PLC,51-200,Professional Services,2024-10-20,North America,78091,Growth,15,61,Event,Elizabeth Martinez
CUS-05259,Thompson-Case,1-50,Retail,2022-10-03,APAC,24582,Growth,12,67,Inbound,Amanda White
CUS-05260,Morrow Ltd,1-50,Technology,2024-11-24,EMEA,359987,Enterprise,55,54,Referral,Marcus Chase
CUS-05261,Johnson-Arnold,5000+,Real Estate,2024-12-29,EMEA,6968,Starter,9,28,Partner,Amber Robertson
CUS-05262,Munoz and Sons,501-1000,Manufacturing,2023-10-09,APAC,71139,Professional,28,52,Outbound,Jeffery Garza
CUS-05263,Norris-Murray,201-500,Logistics,2024-09-23,EMEA,114448,Professional,24,93,Outbound,Mr. Sean Simmons
CUS-05264,Henderson PLC,51-200,Education,2023-09-07,EMEA,10746,Starter,9,32,Referral,Christopher Hughes
CUS-05265,"Fisher, Carey and Lambert",201-500,Finance,2023-05-29,EMEA,453245,Enterprise,47,62,Referral,Patrick Smith
CUS-05266,Yu-Serrano,1-50,Finance,2025-02-25,North America,38984,Growth,11,63,Inbound,Brent Smith
CUS-05267,Garcia-Maynard,5000+,Real Estate,2025-03-08,North America,29927,Growth,17,38,Referral,Lisa Nolan
CUS-05268,Davis-Benjamin,501-1000,Manufacturing,2022-04-08,EMEA,29855,Growth,9,48,Inbound,Jeffery Garza
CUS-05269,"Hester, Dillon and Smith",501-1000,Manufacturing,2024-03-26,North America,266973,Enterprise,80,84,Inbound,Dominique Alexander
CUS-05270,"Padilla, Taylor and Harris",201-500,Professional Services,2022-07-22,North America,25428,Growth,14,55,Referral,Marcus Chase
CUS-05271,Jones-Chambers,201-500,Education,2022-12-01,North America,9803,Starter,11,77,Outbound,Robert Morris
CUS-05272,Rodriguez and Sons,51-200,Retail,2022-05-03,EMEA,10714,Starter,6,26,Partner,Robert Brown
CUS-05273,"Webster, Kane and Ortiz",51-200,Logistics,2023-03-18,North America,41680,Growth,19,56,Outbound,Marcus Chase
CUS-05274,Pitts-House,201-500,Real Estate,2023-06-05,APAC,123751,Professional,9,63,Referral,Mr. Sean Simmons
CUS-05275,"Adkins, Martin and Diaz",1-50,Professional Services,2024-09-02,North America,56048,Growth,21,61,Partner,Christopher Hughes
CUS-05276,"Elliott, Brown and Wright",1-50,Technology,2022-07-17,EMEA,7115,Starter,8,33,Content,Lisa Bennett
CUS-05277,Osborne Inc,201-500,Professional Services,2024-07-10,North America,9218,Starter,5,43,Outbound,James Smith
CUS-05278,Rojas-Brown,1001-5000,Technology,2023-11-17,EMEA,23840,Growth,18,73,Referral,Kenneth Carlson
CUS-05279,Garcia-Martinez,1001-5000,Manufacturing,2023-06-17,North America,586385,Enterprise,27,69,Outbound,Jeffery Garza
CUS-05280,Smith Inc,1-50,Professional Services,2024-01-10,LATAM,27259,Growth,11,45,Partner,Amber Robertson
CUS-05281,"Anderson, Lewis and George",1-50,Finance,2024-01-08,LATAM,561822,Enterprise,36,98,Referral,Dawn Moore
CUS-05282,Tucker Ltd,201-500,Healthcare,2025-02-21,APAC,54039,Growth,19,62,Outbound,Robert Morris
CUS-05283,Allen LLC,1001-5000,Education,2025-02-15,LATAM,11557,Starter,10,61,Partner,Robert Young
CUS-05284,Sims-Castillo,5000+,Manufacturing,2023-06-12,North America,415506,Enterprise,45,85,Outbound,Andrew Conway
CUS-05285,Rodriguez-Taylor,1001-5000,Media,2023-12-06,EMEA,32943,Growth,6,60,Inbound,Kristin Gutierrez
CUS-05286,Nichols-Martin,501-1000,Logistics,2022-02-10,APAC,89495,Professional,17,58,Inbound,Kristin Gutierrez
CUS-05287,"Smith, Sawyer and Gomez",51-200,Real Estate,2024-04-23,EMEA,321771,Enterprise,57,76,Referral,Marcus Chase
CUS-05288,"Collins, Case and Nguyen",1-50,Media,2022-09-06,APAC,9497,Starter,7,41,Event,Kristin Gutierrez
CUS-05289,"Brown, Nichols and Johnson",1-50,Logistics,2023-12-21,EMEA,18937,Starter,6,57,Outbound,Robert Young
CUS-05290,Gomez and Sons,201-500,Professional Services,2025-05-25,LATAM,69444,Professional,18,67,Partner,James Smith
CUS-05291,Castro Ltd,1-50,Finance,2023-02-12,North America,34913,Growth,23,77,Inbound,Brent Smith
CUS-05292,"Paul, Oconnell and Zimmerman",501-1000,Professional Services,2025-03-27,APAC,12827,Starter,5,34,Outbound,Lisa Nolan
CUS-05293,Patterson-Green,501-1000,Manufacturing,2025-03-25,EMEA,9053,Starter,4,62,Event,Robert Morris
CUS-05294,Medina PLC,1-50,Media,2025-01-07,EMEA,11568,Starter,10,61,Referral,Robert Brown
CUS-05295,Thompson LLC,1001-5000,Retail,2022-12-24,North America,59060,Professional,24,66,Inbound,Robert Brown
CUS-05296,"Brown, Elliott and Wilkins",201-500,Logistics,2023-08-06,APAC,15900,Starter,8,62,Outbound,Andrew Conway
CUS-05297,"Thomas, Harrell and Norris",1001-5000,Finance,2023-12-29,APAC,48286,Growth,9,68,Event,Marcus Chase
CUS-05298,Collier-Kaufman,1001-5000,Healthcare,2023-10-28,North America,96614,Professional,33,80,Inbound,Mark Perez
CUS-05299,King and Sons,51-200,Retail,2024-11-11,EMEA,23886,Growth,18,71,Outbound,Amanda Adkins
CUS-05300,Mathews-Turner,201-500,Education,2024-09-25,North America,13198,Starter,3,52,Referral,Jeffery Garza
CUS-05301,"Mathis, Lopez and Castro",1-50,Technology,2024-07-04,LATAM,66909,Professional,22,61,Referral,Robert Brown
CUS-05302,Thompson-Hernandez,501-1000,Logistics,2022-06-10,EMEA,7035,Starter,4,42,Partner,Robert Brown
CUS-05303,"Martin, Lewis and Hodges",201-500,Manufacturing,2024-02-20,North America,98141,Professional,22,66,Paid Search,Amanda Adkins
CUS-05304,"Huffman, Williams and Charles",1001-5000,Technology,2025-06-10,North America,637938,Enterprise,90,86,Inbound,Amanda Adkins
CUS-05305,Snow PLC,51-200,Real Estate,2023-08-10,EMEA,40668,Growth,15,71,Referral,Brent Smith
CUS-05306,"Turner, Harris and King",501-1000,Healthcare,2024-08-07,North America,25914,Growth,24,77,Inbound,Mark Perez
CUS-05307,Salas LLC,5000+,Technology,2022-10-24,EMEA,18038,Growth,22,78,Referral,James Smith
CUS-05308,Nelson-Kelly,501-1000,Education,2022-12-10,LATAM,32976,Growth,20,58,Paid Search,Elizabeth Martinez
CUS-05309,Butler-Stanton,1-50,Retail,2023-11-22,APAC,409495,Enterprise,86,98,Partner,Andrew Conway
CUS-05310,"Stevenson, Schmidt and Pierce",201-500,Manufacturing,2024-05-13,North America,365568,Enterprise,80,72,Referral,Kristin Gutierrez
CUS-05311,Frank Ltd,51-200,Media,2025-06-08,LATAM,61159,Growth,23,54,Event,Andrew Conway
CUS-05312,Tran-Lucas,1-50,Finance,2025-03-16,EMEA,95488,Professional,34,74,Inbound,Robert Young
CUS-05313,Nelson Ltd,51-200,Retail,2024-04-08,North America,168710,Enterprise,70,81,Referral,Marcus Chase
CUS-05314,"Taylor, Weaver and Brown",51-200,Manufacturing,2022-05-27,North America,325196,Enterprise,69,62,Paid Search,Mr. Sean Simmons
CUS-05315,"Jackson, Allen and Thompson",501-1000,Retail,2022-06-12,North America,38106,Growth,11,59,Referral,Marcus Chase
CUS-05316,Burgess-Johnson,201-500,Healthcare,2022-11-28,APAC,37213,Growth,18,55,Inbound,Robert Young
CUS-05317,Cox PLC,501-1000,Manufacturing,2023-12-05,North America,30551,Growth,21,64,Inbound,Danny Smith
CUS-05318,Nelson-Maddox,1-50,Finance,2023-04-13,North America,332670,Enterprise,41,85,Outbound,Robert Morris
CUS-05319,Cummings and Sons,1-50,Media,2023-10-05,APAC,4967,Starter,4,48,Inbound,Andrew Adams
CUS-05320,Smith Ltd,1-50,Media,2023-10-11,EMEA,103047,Professional,21,78,Partner,James Smith
CUS-05321,Simmons Group,51-200,Technology,2023-08-20,APAC,28868,Growth,21,41,Inbound,Mr. Sean Simmons
CUS-05322,Brown and Sons,201-500,Education,2023-07-02,APAC,35463,Growth,12,75,Outbound,Robert Brown
CUS-05323,"Chung, Perez and Henry",201-500,Healthcare,2025-05-24,North America,38598,Growth,7,55,Partner,Robert Brown
CUS-05324,Weber-Moore,5000+,Professional Services,2024-03-20,APAC,578999,Enterprise,32,66,Partner,Lisa Nolan
CUS-05325,"Hurley, Matthews and Ortiz",51-200,Real Estate,2023-07-10,North America,7157,Starter,4,58,Referral,Amanda White
CUS-05326,Guerra Ltd,1-50,Healthcare,2024-06-30,EMEA,63579,Professional,20,76,Referral,Lisa Nolan
CUS-05327,"Walker, Silva and Flores",51-200,Logistics,2024-01-14,EMEA,8180,Starter,3,50,Inbound,Patrick Smith
CUS-05328,"Clark, Ali and Thomas",1001-5000,Manufacturing,2025-04-17,North America,7730,Starter,8,38,Inbound,Brent Smith
CUS-05329,Garrett-Rodriguez,501-1000,Real Estate,2024-12-02,LATAM,24345,Growth,12,54,Inbound,Amber Robertson
CUS-05330,Kennedy Group,501-1000,Media,2024-07-11,EMEA,53891,Growth,16,63,Partner,Kristin Gutierrez
CUS-05331,Brown-Rios,1-50,Finance,2024-04-27,North America,34233,Growth,1,69,Inbound,James Smith
CUS-05332,Murillo-Douglas,1-50,Finance,2022-12-09,LATAM,64818,Growth,20,49,Referral,Dawn Moore
CUS-05333,Smith Group,1-50,Professional Services,2023-01-12,EMEA,9989,Starter,6,42,Outbound,Jeffery Garza
CUS-05334,Collins PLC,1001-5000,Finance,2022-02-17,EMEA,21565,Growth,16,65,Content,Robert Young
CUS-05335,"Sawyer, Wilcox and Garrett",51-200,Professional Services,2022-09-14,EMEA,282609,Enterprise,88,72,Partner,Mr. Sean Simmons
CUS-05336,Dean-Baker,501-1000,Logistics,2023-04-26,APAC,536725,Enterprise,63,76,Partner,Patrick Smith
CUS-05337,"Alvarado, Hardy and Baker",201-500,Healthcare,2023-05-31,North America,21854,Growth,25,22,Event,Amber Robertson
CUS-05338,Richards Inc,201-500,Real Estate,2022-06-13,North America,121562,Professional,6,65,Referral,Brent Smith
CUS-05339,Johnson and Sons,51-200,Healthcare,2023-03-08,EMEA,330982,Enterprise,48,86,Referral,Robert Young
CUS-05340,Snyder-Hall,501-1000,Logistics,2022-12-08,North America,7222,Starter,1,42,Content,Patrick Smith
CUS-05341,Butler Inc,1-50,Manufacturing,2024-03-24,EMEA,162463,Professional,31,77,Partner,Mr. Sean Simmons
CUS-05342,Baker-Norman,5000+,Real Estate,2022-07-30,North America,305188,Enterprise,56,55,Event,Amber Robertson
CUS-05343,Bell PLC,1-50,Technology,2022-07-15,North America,7485,Starter,3,28,Outbound,Kristin Gutierrez
CUS-05344,Mueller-Clayton,1-50,Technology,2022-05-11,North America,9728,Starter,13,58,Paid Search,Lisa Nolan
CUS-05345,Watson-Martin,51-200,Logistics,2024-08-27,EMEA,313890,Enterprise,47,73,Outbound,Mr. Sean Simmons
CUS-05346,Carter-Wilcox,1001-5000,Education,2025-01-28,APAC,70562,Growth,1,56,Outbound,Elizabeth Martinez
CUS-05347,Patrick-Ramirez,51-200,Manufacturing,2022-04-21,North America,14494,Starter,8,64,Referral,Patrick Smith
CUS-05348,Dickerson Ltd,201-500,Media,2022-02-23,EMEA,26430,Growth,17,57,Inbound,Andrew Adams
CUS-05349,"Thompson, Avila and Bailey",1-50,Technology,2024-03-24,North America,27519,Growth,11,52,Outbound,Lisa Nolan
CUS-05350,Potter and Sons,1-50,Healthcare,2024-12-09,EMEA,49322,Professional,36,58,Outbound,Dominique Alexander
CUS-05351,Green-Christensen,201-500,Media,2022-06-20,North America,104927,Professional,17,55,Referral,Lisa Nolan
CUS-05352,Miller-Norton,51-200,Media,2022-08-01,EMEA,288719,Enterprise,45,80,Paid Search,Todd Shah
CUS-05353,"George, Webster and Davila",501-1000,Logistics,2023-06-22,EMEA,33517,Growth,16,57,Referral,Amber Robertson
